id	message	like_count
286141395559702_2286749111555633	334	Boulos! Ainda chegará a sua vez, você também ainda será presidente do Brasil! ❤️
286141395559702_250042625669522	411	Sou da direita, mas aqui não é direita ou esquerda. Aqui é todos contra o preconceito e pela democracia!
286141395559702_339594673256112	403	#EuSouEmpresarioDoBolsonaro
#EuFaçoDeGraça
#QueroMeuBrasilLivreDoPT
#ForaHaddad
286141395559702_1915701808483515	191	Vcs verão a eleição mais surpreendente da história do Brasil! #viravoto #HaddadPresidente
286141395559702_2199116993679181	89	Bolsominios, assistam e espumem, mas aprendam o que é democracia!!!! #HADDAD13
286141395559702_367548917119576	224	Eu não conheço ninguém que vai votar no PT...Quem vai querer ser roubado novamente?
286141395559702_2199114763679404	101	Boulos maravilhoso!!! Haddad por favor hein, assim que assumir queremos um ministério pro Boulos pra ontem!!!! ❤️🙌🏻
286141395559702_2286748828222328	88	O amor vencerá o ódio. Todos pela democracia. Todos pela educação. Todos com Haddad. #Haddad13 #democracia #viradademocratica
286141395559702_2205837376407599	61	São Paulo virou!
A última pesquisa confirmou.
Parabéns, São Paulo!
Viva a democracia!
286141395559702_243196386547427	70	Vou votar em vc, mesmo decepcionada com o PT...vou confiaaar..."A luta continua"!
286141395559702_272112076981481	57	Haddad, metade da pesquisa é do dia 19, faltaram 12 estados, os do Nordeste. Você vai conseguir, tenho fé.
286141395559702_1915701465150216	58	Vamos lutar pela nossa democracia!  #BrasilurgenteHaddadpresidente #Haddadsim #Vote13 #HaddadeManu13 #Vote13 #AquiÉamor #viravoto13 #Boulos2022 🕊🇧🇷
286141395559702_718215161873226	96	Não é democracia é ditadura que vcs querem implantar no governo.  Deu plano de governo é de ditador 
🇻🇪🇻🇪🇻🇪🇻🇪
286141395559702_162549328029469	50	Eu fico tão emocionada vendo Boulos no palanque com HAddad ! #DemocraciaSim #HaddadSim #ViraVoto
286141395559702_572883066496540	46	bolsominions de plantão, aproveitem e tenham aula de democracia :)
286141395559702_2286760078221203	46	O Nordeste te agradece,São Paulo por apoiar o amigo dos mais sofridos,nosso  professor #Haddad13 😍😘💖
286141395559702_2161969420790248	44	Não queremos um presidente de redes sociais, mas um que coloca a cara para o povo ver! #haddad13
286141395559702_243194846547581	33	bolsominions que estão aqui, parem de odio e vem amar a democracia vem
286141395559702_185593738985108	40	Nao sou petista mas voto pelo amor e a democracia! #haddadpresidente13
286141395559702_250044735669311	26	Os bolsoninhos dá até dó, o candidato deles não fala, então eles precisam olhar o nosso
286141395559702_145996316374731	38	Não vote nulo ou branco! Faça a diferença na história do Brasil! Ajude a preservar a nossa democracia!
286141395559702_162549458029456	36	Boulos é um exemplo de companheirismo, de lealdade! Eita homem de coragem! 👏👏👏
286141395559702_2256398207969936	30	Nunca desejei tanto que um Presidente ganhasse, #Haddad13❤️ com #Manu💕, Os Professores do Brasil estão com o Senhor 🇧🇷️🇧🇷️🇧🇷️🇧🇷️🇧🇷️🇧🇷️🇧🇷️🇧🇷️
286141395559702_385717458635181	30	A democracia é recente!. Vamos avançar! Nunca retroceder! #Haddad13, #ManuNoJaburu, Boulos ♥️💜♥️
286141395559702_253507538672884	28	O cara rouco e indo fazer discurso, enquanto o outro n sai de dentro d casa e fica discursando ódio e fake news!! Vamoooos!!!! Viva a democracia
286141395559702_286147055559136	26	A felicidade do Brasil está em suas mãos: Amor, Paz e Prosperidade é com Fernando Haddad. 13

#HaddadPresidente
286141395559702_503017763535603	24	GAUCHADA!!!! VAMOS NESTA.....SÃO PAULO JÁ  VIROU....51% E VIRAAAAAAANDO
HITLER AQUI NÃÃÃÃÃO !!!!!!!
286141395559702_145995163041513	27	Meu presidente: pela garantia do Estado Democrático se Direito... Deus salve o Brasil do Coiso. #Haddad&Manu
286141395559702_162553164695752	26	Assistam bolsoninhos, aqui é nosso candidato Haddad, ele não é arregao
286141395559702_286147145559127	28	O AMOR VENCERÁ O ÓDIO! A DEMOCRACIA VENCERÁ A DITADURA! HADDAD PRESIDENTE!
286141395559702_556569871444998	21	Enquanto o cara tá lutando pela democracia, o outro tá em casa coçando os zovos
286141395559702_260989654560904	25	Que todas as crenças se unam clamando pela democracia, pela paz. Haddad Presidente.
286141395559702_306863383480776	24	Os bolsominions estão aqui bem ligadinho ouvindo um homem de verdade mostrando suas propostas já que o candidato deles não sai da toca #haddad13 meu presidente❤❤❤
286141395559702_1975277419230423	22	A juventude está do lado do Haddad! Sinal que os professores de história fizeram direito seu trabalho!!!
286141395559702_1364688317002871	22	Minions.. olha que lindo!! Venham para ca também!! Aqui não tem tiro, aqui nao tem odio, aqui tem amor e abraço!!
286141395559702_525389337963628	15	O Haddad tá pensando que essa eleição é tele Sena, que ganha com menos pontos.😂
286141395559702_2286749054888972	19	Agora ´de haddad... para o Brasil afastar o mal... e voltar a ser feliz
286141395559702_718218558539553	32	Bozo vai ser Autoritário com filhos dele, com a nossa Nação não!!! Democracia a cima de tudo!!! #Haddad13
286141395559702_286143445559497	20	Na raça e no amor dia 28 #Haddad13Presidente é o vencedor
286141395559702_1920316554929186	15	"Vão perder feio, porque aparelharam as repartições publicas, porque acharam que eram donos do país, mas o Brasil não aceita ter dono".

-Gomes, Cid 15/10/18.
286141395559702_145996263041403	22	Haddad se Deus quiser você será nosso presidente não deixe o Guilherme Boulos longe de vc ele é um grande merecedor de um ministério
286141395559702_141470620146828	15	Que todos os orixás,anjos ,arcanjos,Jesus e Nossa Senhora Aparecida,Nanã Buruque,abençoe Haddad,família e toda nação brasileira.Ja virou é 13 neles!
286141395559702_338369483587637	13	HADDAD NÃO É UM CANDIDATO, ELE É UM CANDIGATO! PRESIDENTE DO BRASIL!!
286141395559702_168521494092407	15	Tô preferindo comer capim com #Haddadpresidente do que lamber bota na ditadura
286141395559702_1915697941817235	17	Vc é show. Melhor candidato. Parabéns presidente lindo, inteligente, humilde e bem preparado. 😍♥️
286141395559702_1094410150708903	17	Os Bolsonaristas tem  muita admiração pela esquerda pra estarem aqui assistindo!
286141395559702_162549181362817	18	A batalha perdida é aquela que não lutamos!
A luta continua firme,forte!
#Haddadpresidente
286141395559702_470036730150568	17	A floresta amazônica é nossa! Não a mineração por multinacionais! Haddad sim!!!
286141395559702_1915705968483099	13	Ontem tinha 70 mil pessoas na Lapa! E hoje , mais 100 mil pessoas. É democracia, é Haddad presidente. 🇧🇷🇧🇷
286141395559702_338380693586516	12	Os bolsominios, adora curiar os nossos eventos. Se acanhem não, venha você também. 13♥️
286141395559702_470037876817120	25	Cadê a Bandeira do Brasil. 
vocês estão lutando pela bandeira vermelha ou pelo Brasil. 
#17BOLSONARO
286141395559702_253497238673914	17	Haddad PRESIDENTE. Domingo a noite já estaremos comemorando ...
286141395559702_253497465340558	12	Pelo Brasil, pelos brasileiros e pela democracia! Sou Haddad. Homem preparado, culto e professor é o que o Brasil mais precisa neste momento. #Haddad13
286141395559702_525386971297198	15	MUITO BEM!
DA AULA A ESSE POVO DE HISTÓRIA, PELA DEMOCRACIA!
286141395559702_2207191642884409	20	O ENTERRO DO PT SERÁ NESTE DOMINGO DIA 28, ESTÃO TODOS CONVIDADOS!
286141395559702_1364694800335556	10	Olha os Bolsominions aí,Já que o candidato deles não tem nada que preste pra falar eles estão aqui ouvindo o professor falar!😍😍
286141395559702_1915699301817099	11	#Haddad 13 viva o Brasil! viva a democracia!! Viva o povo brasileiro!
286141395559702_338369606920958	23	Não fala besteira falta 15 milhões de votos,  mais facil chover no deserto.🤣😂🤣😂😂🤣🤣
286141395559702_2286750608222150	16	Maravilhoso, a força do amor, da coerência, não do medo, da imposição ❤️
286141395559702_700511760330337	14	Haddad melhor prefeito da América Latina, será também o melhor Presidente
286141395559702_2534621133215025	6	Ele foi eleito o melhor prefeito de São Paulo
#haddadpresidentedarepublica
286141395559702_2199116240345923	18	Poxa. Tantos roubos praticados pelo PT em todos esses anos e ainda vemos isso..É lamentável.
286141395559702_1915708438482852	14	Pelo AMOR,  pelo RESPEITO,  pela PAZ e DEMOCRACIA,  eu voto 13, eu voto Haddad.
286141395559702_2183835125165022	9	Que energia maravilhosa! Valeu, São Paulo! #AgoraéHaddad ❤️🌹
286141395559702_277244616246264	13	Bozo mandou uma criança calar a boca em frente às câmeras. Sem educação. Grosso. Quero Haddad como presidente.
286141395559702_2158160451111102	12	Bolsonaristas adoram vir nos perturbar. O candidato dele foge dos debates mas eles insistem em vir nos perturbar.
286141395559702_452139448646726	9	Haddad é transparente, equilibrado,sensato e humano.
Além de poliglota com um currículo exemplar e boa conduta.
286141395559702_162550904695978	13	Pela democracia, pelos direitos adquiridos, pelo respeito, dou meu voto a #Haddad13 ❤️
286141395559702_109117083373162	15	Os Crente muitos se Venderam mais EU Naooo. sou Eleitor de Haddad
286141395559702_572883079829872	13	Não votei em você Boulos , mas tenho certeza que vc seria um bom Presidente
286141395559702_326333628144689	9	Bolsominio não tem nada para ouvir do candidato deles é precisa vir ouvir o outro pra aprender alguma coisa. Haddad 13
286141395559702_2158136224446858	14	HADDAD O BRASIL TEM O MELHOR ,SE ESCOLHER A SUA CAPACIDADE. HADDAD PRESIDENTE DO BRASIL
286141395559702_1165852973565697	15	O PT cometeu seus erros mais se for pra colocar um homem que pregou seus mais de 20 anos de carreira política o ódio racismo preconceito e asneiras que falava é melhor deixar o PT mesmo
286141395559702_1928270023929469	13	O amor vencerá o ódio sempre..
Deus no comando de tudo .
286141395559702_310860262843185	21	NÃO TEM ESSA HISTORINHA DE VIRADA MEU POVO O BRASIL NÃO QUER MAIS PT.
