post_id	date	message	num_likes	num_angry	num_shares
904277726319518_2354354017978541	2019-06-09T13:26:30+0000	"conversei com o marcelo tas para a nova edicao do programa provocacoes. a entrevista sera transmitida na proxima terca, dia 11 de junho, as 22h30 na tv cultura."	6141	7	1036
904277726319518_631562860652450	2019-06-08T18:03:17+0000	""	5342	24	960
904277726319518_2352561621491114	2019-06-08T13:55:33+0000	"coluna de hoje na folha de s.paulo: a falta de democratizacao do acesso a terra trava o desenvolvimento."	1774	8	168
904277726319518_2348991221848154	2019-06-06T13:57:07+0000	"minha participacao no entre vistas com juca kfouri: e hoje, as 22h, na tvt."	3237	5	409
904277726319518_2346119892135287	2019-06-04T22:52:38+0000	"seis ex-ministros da educacao lancamos documento contra cortes e perseguicao ideologica."	7525	15	2062
904277726319518_2345102095570400	2019-06-04T10:49:40+0000	"entrevista que dei para a revista cult. a escola publica e a expressao maior da cultura que acolhe, dialoga e interage. https://revistacult.uol.com.br/home/fernando-haddad-entrevista/"	7963	4	1219
904277726319518_2343631602384116	2019-06-03T13:27:27+0000	"ontem fui perguntado sobre se havia contradicao entre os movimentos lula livre e educacao. disse o obvio: que toda a centro-esquerda defendia as bandeiras lula livre e educacao, mas que o movimento educacional tinha dinamica propria e autonomia. nao nos percamos em intrigas!"	7939	11	502
904277726319518_2342388239175119	2019-06-02T19:55:01+0000	"muito orgulho termos criado a spcine! resultados imediatos!"	4874	1	301
904277726319518_2341806245899985	2019-06-02T14:30:00+0000	"#festivallulalivre  esse festival foi no ano passado no rio de janeiro. a edicao que acontece hoje, a partir das 13 horas, na praca da republica vai contar com preta-rara, fernanda takai, aila francisco el hombre,  emicida, criolo, baiana system, odair jose, arnaldo antunes. esses sao alguns nomes de uma lista de mais de 40 artistas!  vai ser uma bonita forma de lutar por valores universais que nos sao caros: liberdade, democracia, justica!"	5074	16	875
904277726319518_2341770672570209	2019-06-02T13:30:00+0000	"vai para o festival? leve um alimento nao perecivel para doar a campanha periferia sem fome do mtst.  o #festivallulalivre comeca a partir das 13h, na praca da republica. procure o ponto de arrecadacao e ajude uma familia que sofre com a fome."	2274	3	297
904277726319518_2341761049237838	2019-06-02T12:28:49+0000	"e hoje. agora falta pouco para o grande #festivallulalivre comecar. serao mais de 40 atracoes, a partir das 13 horas na praca da republica para cantar e pedir justica e liberdade para o ex-presidente lula.  use a hashtag #festivallulalivre para postar as suas fotos."	4735	9	492
904277726319518_2340736806006929	2019-06-01T20:50:20+0000	"e amanha! festival lula livre."	17343	61	6320
904277726319518_2340458916034718	2019-06-01T17:04:26+0000	"nao perca amanha: festival lula livre!"	2786	5	581
904277726319518_2340039429410000	2019-06-01T12:11:07+0000	"meu artigo de hoje na folha: educacao, terra e credito."	2210	5	294
904277726319518_2339142996166310	2019-05-31T21:55:55+0000	"mombojo transforma em musica discurso de fernando haddad."	1941	0	293
904277726319518_2337480679665875	2019-05-30T22:00:30+0000	"os livros sempre vencem!"	7600	2	384
904277726319518_2337318676348742	2019-05-30T19:45:42+0000	"\"a chave do sucesso e a educacao\"."	25994	8	10013
904277726319518_2336698823077394	2019-05-30T13:03:33+0000	"ciencia desmascarada nosso bozochanceler descobriu a razao do aumento da temperatura da terra: os termometros. antes instalados no meio do mato, estao hoje a beira de estacionamentos, em razao da urbanizacao. o aquecimento e local e nao global. e ninguem percebeu..."	3095	456	5043
904277726319518_2335839489829994	2019-05-29T23:33:12+0000	"entrevista que dei ao brasil de fato: o ataque nao e apenas contra a educacao, mas contra toda reflexao critica."	6539	12	1443
904277726319518_2335612776519332	2019-05-29T20:13:47+0000	"atos em defesa da educacao pelo brasil. #30m"	3981	4	1029
904277726319518_2334213183325958	2019-05-29T00:09:00+0000	"esquenta para o festival lula livre no teatro oficina, em sao paulo.   foto: ricardo stuckert"	4306	11	269
904277726319518_2334185409995402	2019-05-28T23:42:41+0000	""	703	1	65
904277726319518_2334139330000010	2019-05-28T22:57:07+0000	""	821	6	93
904277726319518_2333797386700871	2019-05-28T17:48:43+0000	"o nome disso e fascismo? governo pede que stf libere acoes policiais dentro de universidades."	4548	5305	3669
904277726319518_2333285796752030	2019-05-28T11:32:59+0000	"ontem na puc-sp: nao vamos deixar pequenas diferencas nos afastar do grande objetivo, acalentado por professores e estudantes, de construir uma grande nacao.   fotos: ricardo stuckert"	3552	5	259
904277726319518_2332803243466952	2019-05-28T03:18:32+0000	"excelente debate no v salao do livro politico sobre como o brasil pode superar a encruzilhada em que se encontra, com celso amorim, erica malunguinho, sergio mamberti, flavio dino e maria amalia andery.   foto: ricardo stuckert"	3860	8	188
904277726319518_2332550700158873	2019-05-27T23:12:41+0000	""	837	2	121
904277726319518_2332131083534168	2019-05-27T17:12:19+0000	"sobre ontem: o que preocupa e que os grandes grupos de comunicacao nao emitiram sinais inequivocos de compromisso com a democracia. que trabalhadores e estudantes saibamos fazer a leitura deste momento crucial da nossa historia. #30m"	6917	19	298
904277726319518_2330851343662142	2019-05-26T23:06:34+0000	"e amanha, as 19h, no tucarena."	3762	4	330
904277726319518_2329143623832914	2019-05-25T23:34:21+0000	"grande kleber!"	11550	5	1827
904277726319518_2328712190542724	2019-05-25T17:23:38+0000	"lindo ato em concordia, no para, em defesa da educacao. o maior antidoto contra a tirania e a educacao do povo para a democracia.  fotos: ricardo stuckert"	6860	9	697
904277726319518_2328614513885825	2019-05-25T16:10:19+0000	"obrigado, belem e santarem, pela recepcao calorosa!  fotos: ricardo stuckert"	4376	5	402
904277726319518_1269578226537845	2019-05-25T13:54:13+0000	"haddad na caravana #lulalivre em concordia, no para, em ato pela educacao publica e contra a reforma da previdencia."	5251	42	1622
904277726319518_533992290465988	2019-05-25T13:47:32+0000	"haddad na caravana #lulalivre em concordia, no para, em ato pela educacao publica e contra a reforma da previdencia."	4067	29	1651
904277726319518_2328097347270875	2019-05-25T10:23:57+0000	"educar para a democracia: minha coluna de hoje na folha de s.paulo. "	3407	6	492
904277726319518_387079452015929	2019-05-24T22:12:44+0000	"na universidade federal do para, em belem, ato em defesa da educacao publica da caravana #lulalivre com fernando haddad e gleisi hoffmann."	3708	15	1264
904277726319518_475435526540967	2019-05-24T21:35:50+0000	"na universidade federal do para, em belem, ato em defesa da educacao publica da caravana #lulalivre com fernando haddad e gleisi hoffmann."	3144	44	864
904277726319518_2327075474039729	2019-05-24T18:25:22+0000	"no dia 2 de junho vai acontecer o #festivallulalivre na praca da republica em sao paulo. muita gente legal se apresentando pela liberdade de lula. nos vemos la!  https://www.facebook.com/events/285792775656655/"	2514	8	293
904277726319518_2326979147382695	2019-05-24T17:09:21+0000	"linda recepcao na universidade federal do oeste do para, em santarem.  foto: ricardo stuckert"	2770	3	199
904277726319518_2326825770731366	2019-05-24T15:19:29+0000	"tive a honra de ser o primeiro entrevistado da segunda temporada do programa \"amigos, sons e palavras\" do querido amigo gilberto gil. o programa vai ao ar em setembro no canal brasil.  fotos: ricardo stuckert"	4838	3	249
904277726319518_604837279999531	2019-05-24T14:13:09+0000	"caravana #lulalivre com fernando haddad no ato em defesa da educacao publica na universidade federal do oeste do para, em santarem."	5010	25	1223
904277726319518_1018702198321908	2019-05-24T13:18:07+0000	"caravana #lulalivre com fernando haddad no ato em defesa da educacao publica na universidade federal do oeste do para, em santarem."	2727	18	637
904277726319518_680519205730346	2019-05-24T12:31:57+0000	"caravana #lulalivre com fernando haddad no ato em defesa da educacao publica na universidade federal do oeste do para, em santarem."	2804	17	1175
904277726319518_2325731017507508	2019-05-23T23:50:59+0000	"valeu, manaus! viva a amazonia!  fotos: ricardo stuckert"	8669	10	1223
904277726319518_2325682617512348	2019-05-23T23:05:13+0000	"professor nao e inimigo; professor e, talvez, o maior defensor da patria, porque vai todos os dias para a sala de aula defender a educacao.  foto: ricardo stuckert"	4354	1	614
904277726319518_687076425076434	2019-05-23T21:07:55+0000	"ato pela educacao na universidade federal do amazonas, em manaus, na caravana #lulalivre com fernando haddad."	3946	31	1176
904277726319518_447384229357867	2019-05-23T19:52:36+0000	""	4147	21	629
904277726319518_2325346614212615	2019-05-23T18:18:51+0000	"demos inicio a caravana lula livre na amazonia. depois de visitar a zona franca de manaus, participei de encontro nas aguas para dialogos sobre a regiao amazonica.  foto: ricardo stuckert"	8880	10	604
904277726319518_2325250310888912	2019-05-23T17:03:48+0000	"barqueata no rio negro, rumo ao encontro das aguas, na caravana lula livre na amazonia.  foto: ricardo stuckert"	4900	4	275
904277726319518_1251104331738614	2019-05-23T16:25:37+0000	"haddad na caravana #lulalivre, em barqueata no rio negro, rumo ao encontro das aguas. #brasil #amazonia #meioambiente"	3526	18	903
904277726319518_323500748329751	2019-05-23T15:29:48+0000	"haddad na caravana #lulalivre, em barqueata no rio negro, rumo ao encontro das aguas. #brasil #amazonia #meioambiente"	3084	13	636
904277726319518_384438528835713	2019-05-23T14:45:21+0000	"haddad na caravana #lulalivre, em barqueata no rio negro, rumo ao encontro das aguas. #brasil #amazonia #meioambiente"	2494	26	682
904277726319518_303119583951503	2019-05-23T14:35:16+0000	"haddad na caravana #lulalivre, em barqueata no rio negro, rumo ao encontro das aguas. #brasil #amazonia #meioambiente"	3849	21	1003
904277726319518_2531758786858490	2019-05-23T13:46:39+0000	"haddad na caravana #lulalivre, em barqueata no rio negro, rumo ao encontro das aguas. #brasil #amazonia #meioambiente"	3746	37	1187
904277726319518_2323704771043466	2019-05-22T18:02:07+0000	"som pela liberdade: praca da republica recebe festival lula livre dia 2 de junho  o grito por liberdade e justica para o ex-presidente lula ganha novo festival cultural   vao subir ao palco artistas como:    baianasystem  tulipa  criolo  fernanda takai  nacao zumbi   emicida  anelis assumpcao  rael  e muito mais!   confirme presenca e compartilhe: https://www.facebook.com/events/285792775656655/"	791	2	194
904277726319518_2322274087853201	2019-05-21T20:50:12+0000	"chico buarque, o novo ganhador do premio camoes de literatura. mais do que justo!"	14368	3	3054
904277726319518_2321581751255768	2019-05-21T12:33:51+0000	"milicias legalizadas: decreto de bolsonaro libera compra de fuzil por qualquer cidadao."	4317	2961	3265
904277726319518_2318621348218475	2019-05-19T15:57:47+0000	"phd em ciencia politica."	19024	27	15436
904277726319518_2316550835092193	2019-05-18T12:32:21+0000	"meu artigo de hoje na folha sobre a necessaria integracao entre educacao basica e superior."	2748	6	430
904277726319518_2315313575215919	2019-05-17T17:17:08+0000	"contra a homofobia: tenho muito orgulho das politicas publicas da nossa gestao que fizeram sao paulo ser reconhecida e integrar a rainbow cities network, a unica cidade da america do sul. rainbowcities.com/cities"	2026	2	127
904277726319518_2314727108607899	2019-05-17T10:41:55+0000	"por que bolsonaro ataca a universidade federal  a expansao do sistema universitario federal resultou em um salto de 87% no numero de alunos de graduacao, passando de 600 mil em 2008 para 1,1 milhao em 2017, segundo dados das entidades.  ainda houve uma mudanca no perfil dos estudantes, reflexo da interiorizacao de campi e da lei de cotas, de 2012.  entre os alunos de graduacao, 70,2% tinham, em 2018, renda per capita de ate um salario minimo e meio. em 2010, esse percentual era de 43,7%.  no ano passado, 60,4% dos graduandos das federais haviam cursado o ensino medio em escola publica. esse indice era de 44,8% em 2010. o percentual de alunos negros (pretos e pardos) chegou a 51,2% no ano passado, contra 47,6% em 2014."	2795	40	759
904277726319518_2313837885363488	2019-05-16T20:25:57+0000	"prefeito de dallas recusa-se a dar as boas vindas a um inutil."	9533	37	2768
904277726319518_2313478915399385	2019-05-16T15:37:41+0000	"os espertalhoes jair bolsonaro e seu filho flavio nomearam doze parentes inuteis na camara e na alerj em suposto esquema de \"rachadinha\" investigado pelo ministerio publico federal."	13734	2472	9948
904277726319518_2312463715500905	2019-05-16T01:54:52+0000	"o brasil deu uma resposta como nunca se viu em defesa da educacao. e um movimento civico, suprapartidario, movimento que envolve as pessoas que defendem a educacao dos seus filhos. bolsonaro nao tem ideia da encrenca que ele arrumou cortando verba para a educacao. vamos estar nas ruas ate ele devolver centavo por centavo do que tirou. #15m   fotos: claudio kbene"	27942	22	4761
904277726319518_432829520827841	2019-05-15T22:17:30+0000	"#aovivo | fernando haddad comenta o dia nacional de lutas pela educacao"	4817	25	785
904277726319518_1454351158039246	2019-05-15T19:55:04+0000	"fernando haddad no ato em defesa da educacao"	19393	113	7310
904277726319518_2311613692252574	2019-05-15T14:37:38+0000	"um pais que se sonha grande precisa de uma educacao de qualidade, republicana, precisa de ciencia, de pesquisa, em todos os campos do conhecimento. nao estamos enfrentando uma batalha politica. estamos diante da defesa de um marco civilizatorio. por isso me junto ao protesto de todos os estudantes, de todos os cientistas, de todos aqueles, no pais inteiro, que lutam na defesa do conhecimento."	15340	8	1645
904277726319518_2311220712291872	2019-05-15T10:03:52+0000	"mais livros, menos armas."	13394	9	701
904277726319518_2308264352587508	2019-05-13T13:07:58+0000	"\"aqui novamente as imagens de um feito historico da balburdia da ciencia brasileira!\", diz cientista brasileiro miguel nicolelis, que fez dois paraplegicos caminharem por meio de uma interface cerebro-maquina.  grande nicolelis!"	8712	2	3152
904277726319518_2308132242600719	2019-05-13T12:08:07+0000	"novas evidencias sobre gabinetes do cla bolsonaro exigem investigacao da evolucao patrimonial da familia. compra subfaturada de imoveis e indicios de \"rachadinha\" sugerem peculato e lavagem de dinheiro."	4784	909	2179
904277726319518_448523642585586	2019-05-13T00:09:15+0000	""	3667	5	357
904277726319518_2306423429438267	2019-05-12T11:37:29+0000	"artigaco da ana estela haddad e mariana scaff: \"maes no sistema prisional\".  feliz dia das maes, linda!"	3739	4	221
904277726319518_2305278606219416	2019-05-11T20:34:59+0000	"um governo contra bolsas de estudo e vacina: com bolsa bloqueada, doutorando pode abandonar pesquisa de vacina contra zika."	4690	1298	3549
904277726319518_2304576792956264	2019-05-11T12:03:48+0000	"minha coluna de hoje na folha de s.paulo."	2165	7	357
904277726319518_2303960853017858	2019-05-11T02:15:54+0000	"ato contra os cortes na educacao e destruicao da previdencia na noite desta sexta-feira no rio de janeiro.   foto: ricardo stuckert"	5850	13	398
904277726319518_2303809296366347	2019-05-10T23:56:22+0000	""	951	1	143
904277726319518_2303656359714974	2019-05-10T21:31:46+0000	"haddad e freixo durante encontro com liderancas comunitarias no rio de janeiro.  foto: ricardo stuckert"	13705	19	1184
904277726319518_2302995783114365	2019-05-10T12:46:46+0000	"hoje me encontrei com o governador do espirito santo, renato casagrande (psb), esse grande quadro da politica brasileira.   foto: ricardo stuckert"	3880	8	155
904277726319518_2302082286539048	2019-05-09T22:39:50+0000	"a reacao da educacao contra os cortes do bolsonaro sera enorme. ato nas proximidades da universidade federal do espirito santo.   foto: ricardo stuckert"	17236	17	4167
904277726319518_2302014583212485	2019-05-09T21:33:29+0000	""	1754	5	299
904277726319518_1035111460211722	2019-05-09T20:05:05+0000	"coletiva de imprensa de fernando haddad, na caravana #lulalivre em vitoria, espirito santo."	5225	54	1164
904277726319518_2301178109962799	2019-05-09T11:05:02+0000	"\"o lula disse que o brasil esta sendo governado por um bando de malucos. exagero. e dificil associar o que acontece hoje com qualquer atividade que lembre o verbo 'governar'. a mesma coisa com o termo 'bando', que, bem ou mal, evoca algum tipo de organizacao.\" l. f. verissimo"	8036	6	833
904277726319518_2300257743388169	2019-05-08T20:19:06+0000	"privatizacao do espaco publico: exercito cedera terreno para grupo privado explorar novo autodromo no rio de janeiro. sao paulo perde gp de formula 1 e o sitio de interlagos, que sera vendido para especulacao imobiliaria."	1830	1415	915
904277726319518_2300024360078174	2019-05-08T16:46:20+0000	"a partir de amanha, caravana lula livre com haddad no espirito santo, rio de janeiro e sao paulo."	2483	4	241
904277726319518_2299621146785162	2019-05-08T11:26:21+0000	"e nessa sexta-feira, as 18h, no rio de janeiro!"	8478	12	1514
904277726319518_2298065733607370	2019-05-07T11:37:00+0000	"se existem nacionalistas no brasil, eles estao nas instituicoes de ensino: professores, tecnicos e estudantes. orgulho e esperanca."	9636	1	558
904277726319518_2297377747009502	2019-05-06T23:40:17+0000	"a inteligencia do mundo unida contra a aberracao."	30084	66	22777
904277726319518_2296535033760440	2019-05-06T11:39:27+0000	"le monde cobre o desmonte da educacao no brasil."	4325	649	1846
904277726319518_2295960217151255	2019-05-06T02:03:59+0000	"'ilha das flores' e eleito o melhor curta brasileiro de todos os tempos."	9098	3	1704
904277726319518_2295629920517618	2019-05-05T22:01:01+0000	"a universidade federal tem cada vez mais a cara do brasil: \"2 em 3 alunos de universidades federais sao das classes d e e\"."	9860	5	3096
904277726319518_2295628550517755	2019-05-05T20:53:05+0000	"governo bolsonaro bate em retirada: \"ministro de bolsonaro cancela 'roadshow' pela europa apos criticas sobre desmatamento\""	3034	31	914
904277726319518_2293744267372850	2019-05-04T17:46:26+0000	"voce tem medo de que? a redetv decidiu nao exibir a entrevista com lula, feita ontem por kennedy alencar. registre-se que a emissora entrou com uma reclamacao junto ao stf para garantir o direito de entrevistar o ex-presidente."	12300	1898	1283
904277726319518_2293567957390481	2019-05-04T15:29:25+0000	"minha coluna na folha de s.paulo: temas geradores."	2807	2	265
904277726319518_827593587608665	2019-05-01T15:31:24+0000	"fernando haddad fala no ato do dia do trabalhador, no vale do anhangabau."	18765	102	7146
904277726319518_2288507961229814	2019-05-01T12:11:57+0000	"vexame sem fim a companhia aerea delta airlines e a consultoria bain & company desistiram de apoiar a premiacao de \"pessoa do ano\", promovida pela camara de comercio brasil-estados unidos. motivo: o homenageado."	14044	45	9127
904277726319518_2287702264643717	2019-04-30T23:02:40+0000	"bolsominions estao espalhando um tweet falso atribuido a mim. cuidado com fascistas. eles sao pessoas abobalhadas, mas muito perigosas. feliz 1o de maio, um dia que os bozos nao comemoram. em tempo: sou contra qualquer intervencao militar na venezuela, favoravel a uma saida pacifica e ao principio da autodeterminacao dos povos. se tivessemos um presidente, e nao uma farsa ridicula, poderiamos ser parte da solucao, como sempre fomos, e nao esta vergonha mundial."	12081	812	3819
904277726319518_2286906801389930	2019-04-30T11:50:47+0000	"bolsonaro trocou um ministro da educacao ridiculo por outro ridiculo e autoritario."	10815	4172	3495
904277726319518_2286018791478731	2019-04-29T20:00:41+0000	"novos casos suspeitos: e preciso investigar a evolucao patrimonial dos bolsonaro."	7376	1056	2988
904277726319518_2284583181622292	2019-04-28T22:24:54+0000	"espanha e portugal, ate aqui, seguem o caminho da unidade progressista contra extrema-direita. exemplos a serem seguidos."	8670	5	488
904277726319518_2284225318324745	2019-04-28T17:03:44+0000	""	7650	19	1397
904277726319518_2284007741679836	2019-04-28T14:38:17+0000	""	23574	35	6347
904277726319518_2282474828499794	2019-04-27T19:49:58+0000	"parece que o bolsonaro mandou substituir a propaganda do banco do brasil por essa. #tanoar"	10362	104	7292
904277726319518_2282470235166920	2019-04-27T14:40:45+0000	"excelente entrevista da antropologa rosana pinheiro-machado."	5234	11	1166
904277726319518_2282345448512732	2019-04-27T13:20:31+0000	"a forca do lula e inversamente proporcional a cobertura da sua 1a entrevista, ou seja, descomunal."	10208	7	329
904277726319518_2281400251940585	2019-04-26T21:12:56+0000	"direito de expressao e sagrado. depois de mais de um ano de cerceamento, lula e autorizado a conceder entrevistas. folha e el pais saem na frente!"	17632	22	3613
904277726319518_2281390071941603	2019-04-26T21:02:14+0000	"entrevista que dei ao poder360."	2862	4	415
904277726319518_2280725672008043	2019-04-26T12:17:05+0000	"entrevista que dei ao poder360."	3557	9	682
904277726319518_2280088555405088	2019-04-26T00:56:31+0000	""	1299	7	172
904277726319518_2280026288744648	2019-04-25T23:50:44+0000	"excelente estar com os estudantes da unb discutindo o papel da educacao na defesa da democracia.  foto: lula marques"	3603	3	437
904277726319518_2279896205424323	2019-04-25T21:50:38+0000	"hoje no acampamento terra livre, em brasilia, apoiando a causa indigena.  fotos: ricardo stuckert"	9163	8	1411
904277726319518_2278495672231043	2019-04-24T23:44:04+0000	""	4004	19	642
904277726319518_2277801198967157	2019-04-24T13:12:27+0000	"brasil fecha 43 mil vagas formais em marco, mostra caged."	1682	303	1176
904277726319518_2275220079225269	2019-04-22T21:29:04+0000	"fala sobre lula de um dos maiores juristas vivos, o italiano luigi ferrajoli."	4598	5	2476
904277726319518_2274929405921003	2019-04-22T17:45:06+0000	"california uber alles (california acima de todos): vale a pena ouvir um punk rock premonitorio. ilustracao: cristiano suarez - artist"	5283	2	803
904277726319518_2274500849297192	2019-04-22T12:06:18+0000	"marcha a re: bolsonaro volta atras e deleta do seu canal video com ataques de olavo a militares."	2297	157	675
904277726319518_2273091936104750	2019-04-21T13:40:42+0000	"imagine. boa pascoa."	6145	6	3058
904277726319518_2269534843127126	2019-04-19T14:01:05+0000	"bolsonaro, na campanha eleitoral, mentiu sobre petrobras e diz, agora, ter 'simpatia inicial' por privatizacao da companhia."	4351	2399	2051
904277726319518_2266413253439285	2019-04-17T11:22:18+0000	"segundo o ambientalista alfredo sirkis, fundador do pv, \"o que esta havendo no governo bolsonaro e a liquidacao do sistema de protecao ao meio ambiente construido nos ultimos 30 anos\"."	1536	488	734
904277726319518_2265569366857007	2019-04-16T20:28:42+0000	"sera que bilionarios brasileiros se mobilizarao para reconstruir o museu nacional? calma, e so uma pergunta! \"bilionarios se mobilizam para reconstruir notre-dame\""	22178	90	4089
904277726319518_2263995143681096	2019-04-15T18:38:51+0000	"predios historicos sao como o corpo da humanidade. sao um pedaco da gente. dao prazer, quando vistos e tocados, e doem em nos, quando ardem ou desabam."	7581	4	752
904277726319518_2263640573716553	2019-04-15T13:36:54+0000	"recorde em relacao a 2018, o crescimento do faturamento publicitario da record junto a secom no primeiro trimestre de 2019 foi de 659%, valor ja considerando a variacao da inflacao no periodo."	5835	1973	4822
904277726319518_2263440810403196	2019-04-15T10:43:21+0000	"menos transparencia e controle social: \"canetada de bolsonaro extingue conselhos federais com atuacao da sociedade civil\"."	2568	1764	1242
904277726319518_2262710450476232	2019-04-14T23:08:00+0000	"leitura obrigatoria."	2824	1	725
904277726319518_2262701993810411	2019-04-14T21:57:00+0000	"paulo freire e o terceiro pensador mais citado em trabalhos pelo mundo."	23504	14	14825
904277726319518_2262700593810551	2019-04-14T21:26:18+0000	"morre aos 83 anos a atriz bibi andersson, musa de ingmar bergman. \"o setimo selo\" e filme obrigatorio. vale a homenagem."	4318	3	523
904277726319518_2262185507195393	2019-04-14T14:07:09+0000	"bolsonaro desautoriza operacao em andamento do ibama contra madeira ilegal em rondonia."	4959	5585	10732
904277726319518_2261307453949865	2019-04-13T22:30:24+0000	"se o nazismo fosse de esquerda, bolsonaro nao teria perdoado o holocausto."	12731	15	1332
904277726319518_2259306477483296	2019-04-12T13:53:51+0000	""	15863	389	5702
904277726319518_2257668610980416	2019-04-11T11:50:04+0000	"ate outro dia, a comunidade internacional reconhecia paulo freire como o maior filosofo brasileiro. a extrema-direita quer convence-la de que, na verdade, e este senhor! p.s. nao, nao e um filme do woody allen patrocinado pela coca-cola."	2772	839	1714
904277726319518_2256868664393744	2019-04-10T21:51:30+0000	"ricupero, um dos mais respeitados embaixadores brasileiros no exterior, analisa os 100 dias que mudaram para muito pior a posicao do brasil no mundo."	1492	14	437
904277726319518_2256769814403629	2019-04-10T21:07:00+0000	"cada uma: novo ministro da educacao troca militar por ex-secretario de haddad em sao paulo."	3725	42	911
904277726319518_2256762054404405	2019-04-10T20:21:04+0000	"jair aumentou a gasolina e deu ruim: \"inflacao acelera para 0,75% em marco, maior taxa para o mes desde 2015\"."	5204	267	2765
904277726319518_2255271361220141	2019-04-09T20:56:37+0000	""	15244	44	5328
904277726319518_2255045671242710	2019-04-09T17:28:02+0000	""	1773	0	447
904277726319518_2253902294690381	2019-04-08T23:07:01+0000	""	655	3	54
904277726319518_2253414111405866	2019-04-08T16:04:45+0000	"nos vamos continuar lutando pelos direitos do povo - e como o lula e do povo, nos vamos continuar lutando tambem pelos seus direitos. ele nasceu das entranhas desse pais, nao teve nenhum privilegio na vida, superou todos os obstaculos, criou um partido, uma central sindical, abracou o movimento popular pra subir a rampa do planalto e fazer a diferenca na vida do povo brasileiro. e por isso que nos vamos estar nas ruas defendendo a democracia, os direitos sociais e lula livre.  video: ricardo stuckert"	8866	10	2748
904277726319518_2252248768189067	2019-04-07T20:52:56+0000	"#lulalivre  fotos: ricardo stuckert"	6307	9	560
904277726319518_2251846551562622	2019-04-07T15:04:31+0000	""	1296	3	124
904277726319518_2250375315043079	2019-04-06T15:41:31+0000	""	1606	4	228
904277726319518_2250374848376459	2019-04-06T15:41:05+0000	""	1619	5	204
904277726319518_2250229258391018	2019-04-06T14:04:33+0000	"em porto alegre, atos em defesa da democracia e dos direitos sociais. #lulalivre  fotos: ricardo stuckert"	4634	10	495
904277726319518_2250177555062855	2019-04-06T13:48:56+0000	""	4337	12	192
904277726319518_2249415515139059	2019-04-06T01:10:04+0000	""	1200	2	124
904277726319518_2249414711805806	2019-04-06T01:09:20+0000	""	786	5	71
904277726319518_2249225388491405	2019-04-05T21:59:45+0000	""	1842	4	254
904277726319518_2626683184027653	2019-04-05T20:20:27+0000	"fernando haddad e manuela d'avila na universidade federal do rio grande do sul, em porto alegre. #lulalivre"	6358	32	1435
904277726319518_2249062281841049	2019-04-05T19:30:14+0000	""	1971	5	270
904277726319518_2248838995196711	2019-04-05T16:24:05+0000	""	1043	1	102
904277726319518_2247318408682103	2019-04-04T16:07:29+0000	"nem toda unanimidade e burra!"	8481	21	2361
904277726319518_2247120742035203	2019-04-04T13:33:30+0000	""	1617	3	159
904277726319518_2246962145384396	2019-04-04T11:57:20+0000	"parabens equipe spcine.   incriveis as conquistas da spcine e da film comission (setor da spcine responsavel por centralizar pedidos de filmagem e atrair producoes), criadas por nos, para a cidade de sao paulo. sao paulo film commission foi a empresa que trouxe ao brasil um dos episodios da serie sense8, da netflix, e agora negocia com keanu reeves a producao de uma serie por aqui. bom lembrar que criamos tambem 20 salas publicas de exibicao nos ceus da cidade. sao paulo vai se transformando numa grande capital do audiovisual!"	10639	11	811
904277726319518_2246016298812314	2019-04-03T19:13:07+0000	"a boa tradicao diplomatica brasileira se mobiliza contra a politica externa de bolsonaro."	3273	4	662
904277726319518_2245343185546292	2019-04-03T11:00:55+0000	"nao seja prisioneiro da mentira  judeus pela democracia lancam nota de repudio a ernesto araujo apos ministro afirmar que 'nazismo era de esquerda'.  'um chanceler obscurantista que propaga mensagens perigosas e infames como essa nao e digno do cargo que ocupa', afirma a nota.  a afirmacao do chanceler e \"chocante\" por \"ignorancia, ma-fe e cinismo\", diz a nota do grupo que acusa araujo e bolsonaro de promover um \"revisionismo historico\". essa estrategia, lembram os judeus, e uma das \"grandes responsaveis por fazer crescer o antissemitismo e outros discursos de odio entre extremistas\", uma vez que o partido nazista \"nao hesitou em criminalizar, prender e matar, a comecar por pessoas de esquerda\". o coletivo ainda afirma que nao e possivel medir o alcance das declaracoes do ministro, \"mas elas certamente ajudam a sedimentar mentiras mortiferas\""	10478	241	6573
904277726319518_2244788862268391	2019-04-03T01:55:25+0000	"imbecil inconsequente."	19154	3363	4770
904277726319518_2243769499036994	2019-04-02T11:04:34+0000	"no brasil, cristaos, muculmanos e judeus nao so vivem em paz, como casam entre si. em visita a israel, bolsonaro ignorou os primeiros, ofendeu os segundos e frustrou os ultimos, alem de importar um conflito inexistente entre nos. nenhum ganho. pena."	17445	743	2218
904277726319518_2243220922425185	2019-04-02T01:17:37+0000	"segundo a organizacao mundial da saude, taxar o tabaco e a forma mais efetiva de reduzir seu consumo, especialmente entre jovens e pessoas de baixa renda. diminuir o imposto do cigarro, como quer moro, afetara saude publica."	8817	2229	4862
904277726319518_2157802730951756	2019-04-02T00:18:28+0000	"lindbergh farias e vanessa grazziotinn entrevistam fernando haddad na estreia do canal \"'a esquerda\"   assine o canal: https://bit.ly/2wyzqze"	3547	108	1553
